Date,SKU,Product_Category,Brand,Region,Sales_Amount,Units_Sold,Promotion_Applied,Holiday_Season,Sub_Category
2025-05-13 07:28:16.175821,SKU_5,Furniture,Brand_A,EU,1911.3,29,Yes,No,Sofas
2025-05-13 07:28:16.176018,SKU_14,Electronics,Brand_C,NA,1498.02,15,No,No,Cameras
2025-05-13 07:28:16.176284,SKU_1,Furniture,Brand_C,APAC,1137.09,11,No,Yes,Tables
2025-05-14 07:28:16.171767,SKU_19,Electronics,Brand_C,APAC,1164.88,18,No,No,Cameras
2025-05-14 07:28:16.172002,SKU_17,Electronics,Brand_A,EU,1053.0,20,No,Yes,Cameras
2025-05-14 07:28:16.172265,SKU_14,Electronics,Brand_D,APAC,1468.54,17,Yes,No,Cameras
2025-05-14 07:28:16.172604,SKU_13,Electronics,Brand_B,APAC,1482.8,11,Yes,Yes,Cameras
2025-05-14 07:28:16.172812,SKU_8,Furniture,Brand_A,APAC,1653.83,21,Yes,Yes,Tables
2025-05-14 07:28:16.173065,SKU_3,Electronics,Brand_A,EU,1878.86,17,Yes,No,Cameras
2025-05-14 07:28:16.173317,SKU_1,Electronics,Brand_C,APAC,1503.64,19,Yes,No,Cameras
2025-05-14 07:28:16.173525,SKU_19,Furniture,Brand_C,APAC,1880.18,20,Yes,No,Tables
2025-05-14 07:28:16.173720,SKU_15,Electronics,Brand_A,NA,1281.29,18,No,No,Cameras
2025-05-14 07:28:16.173939,SKU_8,Electronics,Brand_D,NA,1058.37,17,Yes,No,Laptops
2025-05-14 07:28:16.174261,SKU_9,Furniture,Brand_C,APAC,1737.96,9,No,Yes,Chairs
2025-05-14 07:28:16.174484,SKU_13,Electronics,Brand_A,EU,1717.4,14,Yes,Yes,Cameras
2025-05-14 07:28:16.174704,SKU_12,Furniture,Brand_C,APAC,1575.96,16,No,No,Chairs
2025-05-14 07:28:16.174904,SKU_9,Furniture,Brand_B,EU,1704.38,15,No,Yes,Sofas
2025-05-14 07:28:16.175147,SKU_20,Furniture,Brand_B,NA,807.43,9,Yes,No,Chairs
2025-05-14 07:28:16.175391,SKU_11,Furniture,Brand_B,NA,1359.17,21,Yes,No,Tables
2025-05-14 07:28:16.175598,SKU_5,Furniture,Brand_C,APAC,1835.65,16,No,No,Sofas
2025-05-14 07:28:16.175819,SKU_19,Electronics,Brand_C,EU,1422.58,23,No,Yes,Cameras
2025-05-14 07:28:16.176016,SKU_18,Furniture,Brand_D,EU,1695.13,20,Yes,No,Tables
2025-05-14 07:28:16.176282,SKU_11,Furniture,Brand_B,EU,2280.8,17,No,Yes,Chairs
2025-05-15 07:28:16.171766,SKU_11,Furniture,Brand_D,APAC,1806.68,17,Yes,No,Tables
2025-05-15 07:28:16.171999,SKU_6,Furniture,Brand_A,EU,1391.96,12,Yes,No,Chairs
2025-05-15 07:28:16.172263,SKU_1,Furniture,Brand_A,NA,970.11,18,Yes,Yes,Tables
2025-05-15 07:28:16.172602,SKU_9,Electronics,Brand_B,EU,1714.76,16,No,No,Laptops
2025-05-15 07:28:16.172809,SKU_7,Electronics,Brand_D,EU,892.98,18,No,No,Smartphones
2025-05-15 07:28:16.173064,SKU_6,Furniture,Brand_C,APAC,1263.05,11,No,Yes,Sofas
2025-05-15 07:28:16.173315,SKU_10,Electronics,Brand_D,APAC,1277.91,25,No,No,Laptops
2025-05-15 07:28:16.173523,SKU_5,Furniture,Brand_A,APAC,1463.78,20,Yes,No,Tables
2025-05-15 07:28:16.173718,SKU_1,Furniture,Brand_D,APAC,1582.5,26,No,No,Sofas
2025-05-15 07:28:16.173937,SKU_15,Furniture,Brand_A,APAC,1241.16,19,No,Yes,Tables
2025-05-15 07:28:16.174258,SKU_5,Electronics,Brand_A,EU,1815.8,18,Yes,No,Cameras
2025-05-15 07:28:16.174480,SKU_20,Furniture,Brand_D,EU,1925.48,22,No,No,Chairs
2025-05-15 07:28:16.174700,SKU_6,Furniture,Brand_C,APAC,1427.34,14,No,Yes,Tables
2025-05-15 07:28:16.174901,SKU_5,Electronics,Brand_A,APAC,1821.56,20,No,No,Laptops
2025-05-15 07:28:16.175145,SKU_17,Furniture,Brand_D,EU,1292.95,16,Yes,No,Sofas
2025-05-15 07:28:16.175389,SKU_18,Electronics,Brand_A,APAC,1189.16,14,No,Yes,Smartphones
2025-05-15 07:28:16.175596,SKU_4,Electronics,Brand_B,NA,1824.18,15,Yes,No,Laptops
2025-05-15 07:28:16.175817,SKU_2,Furniture,Brand_C,EU,1579.85,13,Yes,Yes,Chairs
2025-05-15 07:28:16.176014,SKU_8,Electronics,Brand_B,NA,1617.74,11,No,Yes,Smartphones
2025-05-15 07:28:16.176280,SKU_5,Furniture,Brand_A,EU,2052.19,16,Yes,No,Chairs
2025-05-16 07:28:16.171764,SKU_4,Electronics,Brand_C,EU,683.5673446496221,5,Yes,Yes,Cameras
2025-05-16 07:28:16.171998,SKU_14,Electronics,Brand_D,EU,2220.68,13,No,No,Cameras
2025-05-16 07:28:16.172261,SKU_4,Electronics,Brand_D,EU,638.7838093925519,4,Yes,No,Cameras
2025-05-16 07:28:16.172600,SKU_8,Furniture,Brand_C,EU,1953.47,20,Yes,No,Sofas
2025-05-16 07:28:16.172805,SKU_3,Electronics,Brand_B,EU,1484.67,21,No,No,Laptops
2025-05-16 07:28:16.173061,SKU_14,Furniture,Brand_B,EU,1153.88,13,Yes,Yes,Tables
2025-05-16 07:28:16.173313,SKU_18,Furniture,Brand_C,APAC,1749.63,24,No,No,Sofas
2025-05-16 07:28:16.173521,SKU_12,Furniture,Brand_D,APAC,1488.94,18,Yes,No,Chairs
2025-05-16 07:28:16.173717,SKU_15,Electronics,Brand_C,APAC,2122.24,15,No,Yes,Laptops
2025-05-16 07:28:16.173935,SKU_20,Electronics,Brand_B,NA,1669.15,21,Yes,No,Laptops
2025-05-16 07:28:16.174254,SKU_20,Furniture,Brand_A,EU,1785.53,26,Yes,No,Tables
2025-05-16 07:28:16.174477,SKU_9,Furniture,Brand_D,APAC,1029.48,14,Yes,Yes,Chairs
2025-05-16 07:28:16.174697,SKU_2,Furniture,Brand_C,APAC,1717.51,20,Yes,No,Tables
2025-05-16 07:28:16.174900,SKU_1,Furniture,Brand_A,APAC,1478.82,15,No,No,Sofas
2025-05-16 07:28:16.175143,SKU_15,Furniture,Brand_B,EU,1267.18,17,No,Yes,Tables
2025-05-16 07:28:16.175387,SKU_15,Furniture,Brand_D,EU,1921.36,18,No,No,Tables
2025-05-16 07:28:16.175594,SKU_8,Electronics,Brand_C,NA,1112.18,19,Yes,No,Smartphones
2025-05-16 07:28:16.175815,SKU_3,Furniture,Brand_B,NA,1606.52,19,Yes,Yes,Chairs
2025-05-16 07:28:16.176012,SKU_2,Furniture,Brand_C,EU,1315.73,13,Yes,No,Tables
2025-05-16 07:28:16.176278,SKU_4,Furniture,Brand_C,NA,1582.05,16,Yes,Yes,Chairs
2025-05-17 07:28:16.171762,SKU_18,Furniture,Brand_D,APAC,1416.09,16,Yes,No,Chairs
2025-05-17 07:28:16.171996,SKU_12,Electronics,Brand_B,NA,1445.82,20,Yes,No,Cameras
2025-05-17 07:28:16.172259,SKU_18,Electronics,Brand_B,APAC,1517.31,22,Yes,No,Laptops
2025-05-17 07:28:16.172598,SKU_10,Furniture,Brand_A,NA,1212.24,18,No,Yes,Tables
2025-05-17 07:28:16.172802,SKU_8,Furniture,Brand_B,APAC,1808.15,18,No,No,Sofas
2025-05-17 07:28:16.173059,SKU_18,Furniture,Brand_B,NA,1699.74,21,Yes,No,Chairs
2025-05-17 07:28:16.173311,SKU_17,Electronics,Brand_D,NA,1203.65,13,Yes,No,Smartphones
2025-05-17 07:28:16.173519,SKU_19,Electronics,Brand_A,EU,672.8119967001651,6,No,Yes,Laptops
2025-05-17 07:28:16.173715,SKU_6,Electronics,Brand_D,EU,1728.3,22,No,No,Laptops
2025-05-17 07:28:16.173933,SKU_14,Furniture,Brand_B,APAC,1530.58,13,Yes,No,Sofas
2025-05-17 07:28:16.174251,SKU_5,Electronics,Brand_A,EU,1073.63,19,No,No,Smartphones
2025-05-17 07:28:16.174473,SKU_8,Furniture,Brand_D,APAC,1306.4,23,No,No,Chairs
2025-05-17 07:28:16.174694,SKU_8,Furniture,Brand_A,EU,933.82,16,No,Yes,Tables
2025-05-17 07:28:16.174898,SKU_18,Furniture,Brand_B,EU,1553.97,15,No,Yes,Chairs
2025-05-17 07:28:16.175141,SKU_9,Furniture,Brand_A,APAC,1754.03,22,No,Yes,Chairs
2025-05-17 07:28:16.175385,SKU_14,Furniture,Brand_A,NA,1282.98,22,Yes,Yes,Tables
2025-05-17 07:28:16.175592,SKU_14,Electronics,Brand_A,APAC,1501.77,15,No,No,Laptops
2025-05-17 07:28:16.175813,SKU_20,Electronics,Brand_B,APAC,1797.77,20,No,No,Cameras
2025-05-17 07:28:16.176010,SKU_14,Electronics,Brand_B,APAC,1312.92,24,No,Yes,Smartphones
2025-05-17 07:28:16.176276,SKU_17,Furniture,Brand_A,EU,1667.27,26,No,No,Tables
2025-05-18 07:28:16.171760,SKU_2,Electronics,Brand_D,EU,2131.36,18,No,Yes,Cameras
2025-05-18 07:28:16.171994,SKU_14,Furniture,Brand_D,EU,1720.85,22,No,No,Sofas
2025-05-18 07:28:16.172257,SKU_12,Furniture,Brand_B,APAC,1190.66,15,No,No,Chairs
2025-05-18 07:28:16.172596,SKU_16,Furniture,Brand_C,NA,1492.46,13,No,Yes,Tables
2025-05-18 07:28:16.172798,SKU_6,Electronics,Brand_D,NA,1717.19,19,No,Yes,Smartphones
2025-05-18 07:28:16.173057,SKU_18,Electronics,Brand_A,APAC,1649.95,14,No,No,Smartphones
2025-05-18 07:28:16.173309,SKU_7,Electronics,Brand_C,APAC,1178.19,16,No,No,Smartphones
2025-05-18 07:28:16.173517,SKU_2,Electronics,Brand_B,NA,1631.54,16,No,No,Laptops
2025-05-18 07:28:16.173713,SKU_13,Furniture,Brand_D,EU,1436.31,8,No,No,Tables
2025-05-18 07:28:16.173931,SKU_8,Furniture,Brand_C,APAC,1363.42,24,No,No,Chairs
2025-05-18 07:28:16.174247,SKU_12,Furniture,Brand_B,NA,1665.96,13,No,No,Chairs
2025-05-18 07:28:16.174469,SKU_1,Furniture,Brand_B,NA,2029.12,15,Yes,No,Tables
2025-05-18 07:28:16.174690,SKU_9,Furniture,Brand_A,NA,1276.24,20,Yes,Yes,Chairs
2025-05-18 07:28:16.174896,SKU_8,Electronics,Brand_D,EU,1635.8,17,No,Yes,Smartphones
2025-05-18 07:28:16.175139,SKU_9,Electronics,Brand_C,NA,1475.83,19,No,No,Laptops
2025-05-18 07:28:16.175383,SKU_5,Furniture,Brand_A,NA,1682.98,16,Yes,No,Tables
2025-05-18 07:28:16.175591,SKU_13,Furniture,Brand_D,NA,1532.12,19,No,Yes,Chairs
2025-05-18 07:28:16.175811,SKU_14,Furniture,Brand_C,APAC,1326.77,23,No,No,Tables
2025-05-18 07:28:16.176008,SKU_4,Furniture,Brand_B,APAC,1315.11,20,No,Yes,Sofas
2025-05-18 07:28:16.176274,SKU_17,Furniture,Brand_B,APAC,1638.42,11,No,No,Tables
2025-05-19 07:28:16.171758,SKU_9,Electronics,Brand_D,NA,1539.08,13,No,Yes,Smartphones
2025-05-19 07:28:16.171992,SKU_20,Furniture,Brand_A,NA,1686.32,23,Yes,Yes,Tables
2025-05-19 07:28:16.172255,SKU_15,Electronics,Brand_C,EU,1021.17,21,No,No,Laptops
2025-05-19 07:28:16.172594,SKU_20,Electronics,Brand_C,NA,1827.86,25,No,No,Laptops
2025-05-19 07:28:16.172794,SKU_4,Furniture,Brand_B,EU,1924.67,25,No,No,Chairs
2025-05-19 07:28:16.173055,SKU_2,Furniture,Brand_D,NA,1545.57,20,Yes,No,Chairs
2025-05-19 07:28:16.173307,SKU_13,Electronics,Brand_A,EU,1698.16,22,Yes,No,Smartphones
2025-05-19 07:28:16.173515,SKU_4,Electronics,Brand_B,APAC,1792.86,17,Yes,No,Cameras
2025-05-19 07:28:16.173711,SKU_18,Electronics,Brand_B,NA,1445.8,17,Yes,Yes,Laptops
2025-05-19 07:28:16.173929,SKU_16,Furniture,Brand_A,EU,1569.6,27,Yes,Yes,Chairs
2025-05-19 07:28:16.174244,SKU_10,Electronics,Brand_C,APAC,1645.61,19,Yes,No,Cameras
2025-05-19 07:28:16.174461,SKU_2,Furniture,Brand_C,APAC,1343.0,20,No,No,Sofas
2025-05-19 07:28:16.174687,SKU_14,Electronics,Brand_D,NA,1541.21,23,No,No,Laptops
2025-05-19 07:28:16.174894,SKU_2,Furniture,Brand_B,EU,894.15,18,Yes,Yes,Sofas
2025-05-19 07:28:16.175137,SKU_18,Furniture,Brand_D,EU,1312.54,26,No,No,Chairs
2025-05-19 07:28:16.175381,SKU_1,Electronics,Brand_C,EU,1939.45,11,Yes,No,Laptops
2025-05-19 07:28:16.175589,SKU_13,Furniture,Brand_A,APAC,1615.91,29,Yes,No,Sofas
2025-05-19 07:28:16.175809,SKU_6,Furniture,Brand_C,EU,1261.12,21,No,No,Sofas
2025-05-19 07:28:16.176006,SKU_17,Electronics,Brand_C,APAC,1129.86,16,Yes,No,Laptops
2025-05-19 07:28:16.176261,SKU_17,Furniture,Brand_B,EU,2256.76,19,Yes,No,Sofas
2025-05-20 07:28:16.171756,SKU_11,Electronics,Brand_C,APAC,1289.52,15,Yes,Yes,Smartphones
2025-05-20 07:28:16.171990,SKU_6,Electronics,Brand_D,NA,1350.72,18,No,No,Smartphones
2025-05-20 07:28:16.172253,SKU_20,Electronics,Brand_A,APAC,1679.76,23,No,Yes,Cameras
2025-05-20 07:28:16.172592,SKU_3,Furniture,Brand_B,EU,1250.74,14,Yes,No,Sofas
2025-05-20 07:28:16.172790,SKU_14,Furniture,Brand_A,APAC,1612.89,22,No,Yes,Chairs
2025-05-20 07:28:16.173054,SKU_6,Electronics,Brand_D,EU,1508.49,18,Yes,No,Smartphones
2025-05-20 07:28:16.173305,SKU_17,Furniture,Brand_D,NA,1148.17,16,Yes,No,Sofas
2025-05-20 07:28:16.173513,SKU_3,Electronics,Brand_C,APAC,1515.02,27,Yes,No,Smartphones
2025-05-20 07:28:16.173709,SKU_17,Electronics,Brand_D,NA,1597.87,17,No,No,Smartphones
2025-05-20 07:28:16.173927,SKU_19,Electronics,Brand_C,APAC,1182.85,19,Yes,Yes,Laptops
2025-05-20 07:28:16.174240,SKU_18,Furniture,Brand_B,APAC,1656.29,23,No,Yes,Chairs
2025-05-20 07:28:16.174458,SKU_5,Furniture,Brand_A,NA,1709.1,21,No,No,Tables
2025-05-20 07:28:16.174684,SKU_15,Furniture,Brand_C,NA,1193.21,16,No,No,Tables
2025-05-20 07:28:16.174892,SKU_3,Electronics,Brand_C,APAC,1645.61,22,No,No,Laptops
2025-05-20 07:28:16.175135,SKU_8,Electronics,Brand_B,APAC,1568.96,27,No,No,Laptops
2025-05-20 07:28:16.175379,SKU_7,Furniture,Brand_D,APAC,1396.9,24,No,Yes,Sofas
2025-05-20 07:28:16.175587,SKU_18,Furniture,Brand_C,NA,1422.24,20,No,Yes,Sofas
2025-05-20 07:28:16.175807,SKU_10,Electronics,Brand_D,EU,1618.37,18,No,Yes,Laptops
2025-05-20 07:28:16.176005,SKU_10,Electronics,Brand_C,NA,1322.82,24,No,No,Laptops
2025-05-20 07:28:16.176258,SKU_19,Electronics,Brand_D,APAC,1673.49,18,No,No,Cameras
2025-05-21 07:28:16.171754,SKU_1,Electronics,Brand_C,APAC,1259.4,18,Yes,No,Laptops
2025-05-21 07:28:16.171988,SKU_2,Furniture,Brand_A,NA,1281.3,13,No,No,Sofas
2025-05-21 07:28:16.172251,SKU_1,Furniture,Brand_A,APAC,1114.3,15,No,No,Chairs
2025-05-21 07:28:16.172590,SKU_9,Electronics,Brand_A,APAC,984.03,19,No,No,Laptops
2025-05-21 07:28:16.172788,SKU_15,Electronics,Brand_C,APAC,1545.34,14,No,Yes,Cameras
2025-05-21 07:28:16.173051,SKU_18,Furniture,Brand_D,APAC,913.32,21,No,No,Tables
2025-05-21 07:28:16.173303,SKU_18,Electronics,Brand_B,APAC,1598.12,17,Yes,No,Cameras
2025-05-21 07:28:16.173512,SKU_7,Electronics,Brand_B,EU,1474.55,17,Yes,No,Cameras
2025-05-21 07:28:16.173707,SKU_14,Furniture,Brand_B,NA,2065.84,19,Yes,No,Sofas
2025-05-21 07:28:16.173925,SKU_18,Furniture,Brand_A,NA,1682.21,18,No,No,Chairs
2025-05-21 07:28:16.174237,SKU_20,Furniture,Brand_A,NA,1653.1,25,No,No,Tables
2025-05-21 07:28:16.174454,SKU_19,Electronics,Brand_A,EU,1298.12,21,Yes,Yes,Cameras
2025-05-21 07:28:16.174681,SKU_5,Electronics,Brand_D,EU,1330.71,13,Yes,No,Laptops
2025-05-21 07:28:16.174890,SKU_9,Furniture,Brand_A,NA,1373.79,14,Yes,No,Tables
2025-05-21 07:28:16.175133,SKU_18,Furniture,Brand_D,NA,1489.38,26,No,No,Sofas
2025-05-21 07:28:16.175377,SKU_13,Electronics,Brand_D,NA,1324.78,21,Yes,Yes,Cameras
2025-05-21 07:28:16.175585,SKU_5,Electronics,Brand_D,APAC,1671.16,16,Yes,Yes,Smartphones
2025-05-21 07:28:16.175805,SKU_20,Electronics,Brand_C,EU,1383.18,22,No,No,Laptops
2025-05-21 07:28:16.176003,SKU_15,Furniture,Brand_B,EU,1834.59,12,No,No,Chairs
2025-05-21 07:28:16.176254,SKU_19,Furniture,Brand_D,APAC,1253.46,16,No,No,Chairs
2025-05-22 07:28:16.171752,SKU_20,Electronics,Brand_B,EU,1723.85,15,No,No,Laptops
2025-05-22 07:28:16.171986,SKU_11,Furniture,Brand_D,NA,2079.12,21,Yes,No,Sofas
2025-05-22 07:28:16.172249,SKU_9,Furniture,Brand_D,EU,2030.44,17,Yes,Yes,Sofas
2025-05-22 07:28:16.172588,SKU_16,Furniture,Brand_A,APAC,1242.15,14,No,Yes,Chairs
2025-05-22 07:28:16.172786,SKU_11,Electronics,Brand_B,NA,1845.73,19,No,No,Smartphones
2025-05-22 07:28:16.173049,SKU_2,Electronics,Brand_D,EU,833.54,14,No,Yes,Cameras
2025-05-22 07:28:16.173301,SKU_8,Furniture,Brand_B,NA,1033.14,17,No,No,Sofas
2025-05-22 07:28:16.173509,SKU_5,Electronics,Brand_A,EU,1680.21,21,No,No,Laptops
2025-05-22 07:28:16.173705,SKU_11,Furniture,Brand_D,NA,1631.25,15,Yes,No,Tables
2025-05-22 07:28:16.173923,SKU_11,Furniture,Brand_A,APAC,1680.57,22,No,Yes,Tables
2025-05-22 07:28:16.174233,SKU_9,Electronics,Brand_D,APAC,1354.08,14,Yes,Yes,Cameras
2025-05-22 07:28:16.174451,SKU_11,Furniture,Brand_A,EU,1165.26,15,No,Yes,Chairs
2025-05-22 07:28:16.174679,SKU_5,Furniture,Brand_A,EU,957.67,17,No,No,Tables
2025-05-22 07:28:16.174888,SKU_9,Furniture,Brand_C,NA,1241.54,17,Yes,Yes,Tables
2025-05-22 07:28:16.175131,SKU_1,Furniture,Brand_D,APAC,1695.08,15,No,No,Sofas
2025-05-22 07:28:16.175375,SKU_10,Furniture,Brand_D,NA,1758.1,19,No,No,Tables
2025-05-22 07:28:16.175583,SKU_8,Furniture,Brand_D,APAC,1588.96,12,No,No,Tables
2025-05-22 07:28:16.175804,SKU_19,Electronics,Brand_B,NA,1558.81,20,No,No,Laptops
2025-05-22 07:28:16.176001,SKU_16,Furniture,Brand_C,NA,2007.94,17,No,No,Chairs
2025-05-22 07:28:16.176251,SKU_13,Electronics,Brand_B,NA,1921.98,20,No,No,Cameras
2025-05-23 07:28:16.171750,SKU_5,Electronics,Brand_D,EU,1783.17,15,No,No,Laptops
2025-05-23 07:28:16.171984,SKU_18,Electronics,Brand_C,APAC,1846.77,23,No,Yes,Smartphones
2025-05-23 07:28:16.172247,SKU_9,Electronics,Brand_A,EU,1604.84,11,No,No,Smartphones
2025-05-23 07:28:16.172586,SKU_4,Electronics,Brand_C,EU,1643.49,20,No,No,Laptops
2025-05-23 07:28:16.172784,SKU_14,Furniture,Brand_A,NA,1268.1,16,No,Yes,Chairs
2025-05-23 07:28:16.173047,SKU_7,Furniture,Brand_D,APAC,1613.88,22,No,Yes,Tables
2025-05-23 07:28:16.173300,SKU_12,Electronics,Brand_D,EU,1306.26,19,No,Yes,Smartphones
2025-05-23 07:28:16.173508,SKU_7,Furniture,Brand_A,NA,1872.16,21,Yes,No,Chairs
2025-05-23 07:28:16.173703,SKU_11,Electronics,Brand_C,APAC,1687.49,19,Yes,No,Cameras
2025-05-23 07:28:16.173921,SKU_15,Furniture,Brand_B,APAC,1371.6,18,No,No,Chairs
2025-05-23 07:28:16.174230,SKU_7,Electronics,Brand_C,EU,1710.61,18,No,No,Laptops
2025-05-23 07:28:16.174447,SKU_20,Electronics,Brand_A,NA,1836.56,21,No,No,Laptops
2025-05-23 07:28:16.174678,SKU_17,Electronics,Brand_A,EU,1238.55,28,No,Yes,Laptops
2025-05-23 07:28:16.174886,SKU_5,Furniture,Brand_B,APAC,1422.88,22,Yes,Yes,Sofas
2025-05-23 07:28:16.175130,SKU_8,Furniture,Brand_B,EU,1208.41,17,Yes,No,Chairs
2025-05-23 07:28:16.175373,SKU_10,Electronics,Brand_B,NA,1488.09,23,No,Yes,Cameras
2025-05-23 07:28:16.175581,SKU_6,Electronics,Brand_A,APAC,1900.42,13,Yes,No,Smartphones
2025-05-23 07:28:16.175802,SKU_2,Furniture,Brand_D,NA,1500.18,18,Yes,Yes,Sofas
2025-05-23 07:28:16.175999,SKU_5,Furniture,Brand_C,NA,1674.21,22,No,No,Chairs
2025-05-23 07:28:16.176247,SKU_10,Electronics,Brand_B,APAC,1336.3,12,Yes,No,Cameras
2025-05-24 07:28:16.171748,SKU_3,Electronics,Brand_A,NA,1755.0,15,No,Yes,Smartphones
2025-05-24 07:28:16.171982,SKU_13,Electronics,Brand_C,NA,1481.02,14,Yes,No,Laptops
2025-05-24 07:28:16.172245,SKU_16,Furniture,Brand_B,NA,1728.82,32,No,No,Tables
2025-05-24 07:28:16.172585,SKU_15,Electronics,Brand_D,APAC,1760.34,22,No,No,Laptops
2025-05-24 07:28:16.172782,SKU_2,Furniture,Brand_C,NA,1183.62,12,No,No,Sofas
2025-05-24 07:28:16.173036,SKU_3,Furniture,Brand_C,EU,1294.94,12,Yes,Yes,Chairs
2025-05-24 07:28:16.173298,SKU_20,Electronics,Brand_A,EU,1376.41,27,No,No,Smartphones
2025-05-24 07:28:16.173506,SKU_18,Furniture,Brand_A,NA,2032.59,21,Yes,Yes,Tables
2025-05-24 07:28:16.173701,SKU_20,Electronics,Brand_A,EU,879.1617692084321,7,Yes,No,Laptops
2025-05-24 07:28:16.173919,SKU_20,Electronics,Brand_D,EU,1530.05,18,Yes,Yes,Laptops
2025-05-24 07:28:16.174216,SKU_15,Furniture,Brand_C,APAC,2321.99,11,No,No,Sofas
2025-05-24 07:28:16.174444,SKU_5,Electronics,Brand_B,NA,1106.71,17,No,Yes,Smartphones
2025-05-24 07:28:16.174675,SKU_11,Furniture,Brand_D,APAC,1429.28,11,No,No,Tables
2025-05-24 07:28:16.174884,SKU_3,Furniture,Brand_B,NA,1852.55,18,No,No,Tables
2025-05-24 07:28:16.175128,SKU_9,Electronics,Brand_B,EU,1513.25,21,Yes,No,Cameras
2025-05-24 07:28:16.175371,SKU_7,Furniture,Brand_A,APAC,1245.45,18,No,No,Sofas
2025-05-24 07:28:16.175579,SKU_2,Furniture,Brand_B,APAC,1619.33,16,No,No,Chairs
2025-05-24 07:28:16.175798,SKU_15,Electronics,Brand_B,EU,2302.77,24,Yes,Yes,Laptops
2025-05-24 07:28:16.175997,SKU_12,Furniture,Brand_D,EU,1249.27,20,Yes,Yes,Tables
2025-05-24 07:28:16.176243,SKU_16,Electronics,Brand_A,NA,1280.45,19,Yes,No,Laptops
2025-05-25 07:28:16.171746,SKU_16,Electronics,Brand_B,NA,1177.31,15,No,No,Cameras
2025-05-25 07:28:16.171980,SKU_16,Furniture,Brand_B,EU,1374.08,24,Yes,No,Sofas
2025-05-25 07:28:16.172243,SKU_19,Furniture,Brand_B,EU,1824.83,16,Yes,Yes,Sofas
2025-05-25 07:28:16.172582,SKU_3,Electronics,Brand_C,APAC,1970.28,21,No,Yes,Cameras
2025-05-25 07:28:16.172780,SKU_20,Furniture,Brand_C,APAC,1120.36,27,Yes,No,Sofas
2025-05-25 07:28:16.173032,SKU_4,Electronics,Brand_A,NA,1682.64,23,Yes,No,Cameras
2025-05-25 07:28:16.173295,SKU_1,Furniture,Brand_D,APAC,1732.11,17,No,No,Chairs
2025-05-25 07:28:16.173503,SKU_8,Electronics,Brand_A,EU,1295.29,17,Yes,No,Smartphones
2025-05-25 07:28:16.173699,SKU_15,Electronics,Brand_C,EU,1722.57,15,No,No,Smartphones
2025-05-25 07:28:16.173917,SKU_5,Furniture,Brand_A,EU,1612.78,18,No,No,Chairs
2025-05-25 07:28:16.174214,SKU_20,Furniture,Brand_D,EU,1827.6,18,Yes,No,Sofas
2025-05-25 07:28:16.174443,SKU_12,Furniture,Brand_A,NA,832.08,12,No,No,Sofas
2025-05-25 07:28:16.174674,SKU_20,Electronics,Brand_B,EU,1587.35,21,Yes,Yes,Cameras
2025-05-25 07:28:16.174882,SKU_20,Electronics,Brand_D,EU,571.6694337652607,9,Yes,No,Laptops
2025-05-25 07:28:16.175126,SKU_4,Furniture,Brand_D,EU,1814.05,16,Yes,Yes,Chairs
2025-05-25 07:28:16.175370,SKU_15,Furniture,Brand_D,EU,1741.89,13,Yes,No,Sofas
2025-05-25 07:28:16.175577,SKU_6,Electronics,Brand_A,NA,1137.95,23,No,Yes,Laptops
2025-05-25 07:28:16.175797,SKU_5,Furniture,Brand_A,NA,1928.11,21,Yes,Yes,Sofas
2025-05-25 07:28:16.175995,SKU_11,Furniture,Brand_B,APAC,1723.67,17,Yes,No,Chairs
2025-05-25 07:28:16.176240,SKU_14,Electronics,Brand_D,NA,1505.66,32,No,No,Cameras
2025-05-26 07:28:16.171745,SKU_11,Furniture,Brand_B,NA,1510.79,15,Yes,Yes,Chairs
2025-05-26 07:28:16.171978,SKU_9,Electronics,Brand_D,NA,2029.12,17,Yes,No,Laptops
2025-05-26 07:28:16.172241,SKU_10,Electronics,Brand_C,APAC,1713.7,18,No,No,Smartphones
2025-05-26 07:28:16.172580,SKU_6,Furniture,Brand_A,EU,1546.69,17,No,Yes,Tables
2025-05-26 07:28:16.172778,SKU_11,Furniture,Brand_B,APAC,1245.06,18,Yes,No,Chairs
2025-05-26 07:28:16.173029,SKU_9,Furniture,Brand_A,EU,1431.99,17,Yes,No,Sofas
2025-05-26 07:28:16.173294,SKU_5,Electronics,Brand_A,NA,1244.25,15,Yes,No,Cameras
2025-05-26 07:28:16.173501,SKU_10,Electronics,Brand_C,EU,974.7,15,Yes,No,Smartphones
2025-05-26 07:28:16.173697,SKU_20,Electronics,Brand_C,APAC,1567.14,20,Yes,Yes,Laptops
2025-05-26 07:28:16.173915,SKU_14,Furniture,Brand_D,EU,973.88,24,Yes,Yes,Tables
2025-05-26 07:28:16.174212,SKU_6,Electronics,Brand_C,EU,1311.3,12,Yes,Yes,Laptops
2025-05-26 07:28:16.174441,SKU_4,Electronics,Brand_D,NA,1407.2,26,Yes,Yes,Laptops
2025-05-26 07:28:16.174672,SKU_10,Electronics,Brand_C,EU,1062.1,17,Yes,No,Smartphones
2025-05-26 07:28:16.174880,SKU_11,Furniture,Brand_C,EU,1805.62,21,No,No,Sofas
2025-05-26 07:28:16.175124,SKU_16,Electronics,Brand_B,NA,1465.74,16,Yes,No,Laptops
